from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022012080110009,9022012080110009,1,,121120000311225272,121120000311225428
9022012080110009,9022012080110009,1,,121120000311226044,121120000311226654
9022012080110009,9022012080110009,1,,121120000311226227,121120000311226837
9022012080110009,9022012080110009,1,,121120000311226410,121120000311226996
9022012080110009,9022012080110009,1,,121120000311226593,121120000311220908
9022012080110009,9022012080110009,1,,121120000311218298,121120000311218725
9022012080110009,9022012080110009,1,,121120000311218359,121120000311218786
9022012080110009,9022012080110009,1,,121120000311218420,121120000311218847
9022012080110009,9022012080110009,1,,121120000311218664,121120000311219091
9022012080110009,9022012080110009,1,,121120000311218725,121120000311219152
9022012080110009,9022012080110009,1,,121120000311218847,121120000311219274
9022012080110009,9022012080110009,1,,121120000311218908,121120000311219335
9022012080110009,9022012080110009,1,,121120000311219030,121120000311219457
9022012080110009,9022012080110009,1,,121120000311219883,121120000311220432
9022012080110009,9022012080110009,1,,121120000311220127,121120000311225983
9022012080110009,9022012080110009,1,,121120000311220249,121120000311226105
9022012080110009,9022012080110009,1,,121120000311222200,121120000311222320
9022012080110009,9022012080110009,1,,121120000311223712,121120000311223892
9022012080110009,9022012080110009,1,,121120000311223772,121120000311223952
9022012080110009,9022012080110009,1,,121120000311223832,121120000311224012
9022012080110009,9022012080110009,1,,121120000311224012,121120000311224192
9022012080110009,9022012080110009,1,,121120000311224072,121120000311224252
9022012080110009,9022012080110009,1,,121120000311224132,121120000311224312
9022012080110009,9022012080110009,1,,121120000311224312,121120000311224492
9022012080110009,9022012080110009,1,,121120000311224312,121120000311225812
9022012080110009,9022012080110009,1,,121120000311224492,121120000311224672
9022012080110009,9022012080110009,1,,121120000311224552,121120000311224732
9022012080110009,9022012080110009,1,,121120000311224672,121120000311225656
9022012080110009,9022012080110009,1,,121120000311224672,121120000311225516
9022012080110009,9022012080110009,1,,121120000311224792,121120000311224912
9022012080110009,9022012080110009,1,,121120000311224852,121120000311225032
9022012080110009,9022012080110009,1,,121120000311224972,121120000311225152
9022012080110009,9022012080110009,1,,121120000311225212,121120000311225332
9022012080110009,9022012080110009,1,,121120000311225516,121120000311224972
9022012080110009,9022012080110009,1,,121120000311225590,121120000311225872
9022012080110009,9022012080110009,1,,121120000311225812,121120000311224672
9022012080110009,9022012080110009,1,,121120000311225983,121120000311226593
9022012080110009,9022012080110009,1,,121120000311226105,121120000311226715
9022012080110009,9022012080110009,1,,121120000311226532,121120000311220859
9022012080110009,9022012080110009,1,,121120000311226654,121120000311227094
9022012080110009,9022012080110009,1,,121120000311226776,121120000311221006
9022012080110009,9022012080110009,1,,121120000311218786,121120000311219213
9022012080110009,9022012080110009,1,,121120000311219213,121120000311216165
9022012080110009,9022012080110009,1,,121120000311219396,121120000311216409
9022012080110009,9022012080110009,1,,121120000311219518,121120000311216592
9022012080110009,9022012080110009,1,,121120000311220066,121120000311220615
9022012080110009,9022012080110009,1,,121120000311220371,121120000311226227
9022012080110009,9022012080110009,1,,121120000311220432,121120000311226288
9022012080110009,9022012080110009,1,,121120000311220493,121120000311226349
9022012080110009,9022012080110009,1,,121120000311222260,121120000311222380
9022012080110009,9022012080110009,1,,121120000311222380,121120000311223652
9022012080110009,9022012080110009,1,,121120000311223892,121120000311224072
9022012080110009,9022012080110009,1,,121120000311223952,121120000311224132
9022012080110009,9022012080110009,1,,121120000311224192,121120000311224372
9022012080110009,9022012080110009,1,,121120000311224432,121120000311224612
9022012080110009,9022012080110009,1,,121120000311224732,121120000311224852
9022012080110009,9022012080110009,1,,121120000311225032,121120000311225212
9022012080110009,9022012080110009,1,,121120000311225092,121120000311225716
9022012080110009,9022012080110009,1,,121120000311225092,121120000311225590
9022012080110009,9022012080110009,1,,121120000311225716,121120000311225380
9022012080110009,9022012080110009,1,,121120000311226166,121120000311226776
9022012080110009,9022012080110009,1,,121120000311226288,121120000311226898
9022012080110009,9022012080110009,1,,121120000311226349,121120000311226947
9022012080110009,9022012080110009,1,,121120000311226471,121120000311227045
9022012080110009,9022012080110009,1,,121120000311226715,121120000311220957
9022012080110009,9022012080110009,1,,121120000311226837,121120000311227143
9022012080110009,9022012080110009,1,,121120000311218969,121120000311219396
9022012080110009,9022012080110009,1,,121120000311219091,121120000311219518
9022012080110009,9022012080110009,1,,121120000311219274,121120000311216226
9022012080110009,9022012080110009,1,,121120000311219457,121120000311216531
9022012080110009,9022012080110009,1,,121120000311219639,121120000311220188
9022012080110009,9022012080110009,1,,121120000311219822,121120000311220371
9022012080110009,9022012080110009,1,,121120000311220005,121120000311220554
9022012080110009,9022012080110009,1,,121120000311220310,121120000311226166
9022012080110009,9022012080110009,1,,121120000311220554,121120000311226410
9022012080110009,9022012080110009,1,,121120000311222020,121120000311222140
9022012080110009,9022012080110009,1,,121120000311222080,121120000311222200
9022012080110009,9022012080110009,1,,121120000311224612,121120000311224792
9022012080110009,9022012080110009,1,,121120000311225656,121120000311224972
9022012080110009,9022012080110009,1,,121120000311225922,121120000311226532
9022012080110009,9022012080110009,1,,121120000311505505,121120000311505679
9022012080110009,9022012080110009,1,,121120000311505679,121120000311505795
9022012080110009,9022012080110009,1,,121120000311505853,121120000311506027
9022012080110009,9022012080110009,1,,121120000311507400,121120000311507516
9022012080110009,9022012080110009,1,,121120000311508960,121120000311509550
9022012080110009,9022012080110009,1,,121120000311509019,121120000311509609
9022012080110009,9022012080110009,1,,121120000311509078,121120000311509668
9022012080110009,9022012080110009,1,,121120000311509196,121120000311509786
9022012080110009,9022012080110009,1,,121120000311509255,121120000311509833
9022012080110009,9022012080110009,1,,121120000311509727,121120000311510021
9022012080110009,9022012080110009,1,,121120000311510280,121120000311509078
9022012080110009,9022012080110009,1,,121120000311510457,121120000311509255
9022012080110009,9022012080110009,1,,121120000311510929,121120000311510398
9022012080110009,9022012080110009,1,,121120000311510988,121120000311510457
9022012080110009,9022012080110009,1,,121120000311511047,121120000311510516
9022012080110009,9022012080110009,1,,121120000311511106,121120000311510575
9022012080110009,9022012080110009,1,,121120000311511342,121120000311511873
9022012080110009,9022012080110009,1,,121120000311511755,121120000311512168
9022012080110009,9022012080110009,1,,121120000311512109,121120000311512520
9022012080110009,9022012080110009,1,,121120000311512402,121120000311512815
9022012080110009,9022012080110009,1,,121120000311512638,121120000311513051
9022012080110009,9022012080110009,1,,121120000311512874,121120000311513287
9022012080110009,9022012080110009,1,,121120000311512992,121120000311513405
9022012080110009,9022012080110009,1,,121120000311513051,121120000311513464
9022012080110009,9022012080110009,1,,121120000311513110,121120000311513523
9022012080110009,9022012080110009,1,,121120000311513228,121120000311513641
9022012080110009,9022012080110009,1,,121120000311513405,121120000311513818
9022012080110009,9022012080110009,1,,121120000311513582,121120000311513995
9022012080110009,9022012080110009,1,,121120000311513641,121120000311514054
9022012080110009,9022012080110009,1,,121120000311514054,121120000311516351
9022012080110009,9022012080110009,1,,121120000311514287,121120000311514877
9022012080110009,9022012080110009,1,,121120000311514346,121120000311514936
9022012080110009,9022012080110009,1,,121120000311514523,121120000311515113
9022012080110009,9022012080110009,1,,121120000311514641,121120000311515231
9022012080110009,9022012080110009,1,,121120000311514818,121120000311515408
9022012080110009,9022012080110009,1,,121120000311515054,121120000311515644
9022012080110009,9022012080110009,1,,121120000311515172,121120000311515762
9022012080110009,9022012080110009,1,,121120000311515467,121120000311511578
9022012080110009,9022012080110009,1,,121120000311515585,121120000311511696
9022012080110009,9022012080110009,1,,121120000311515938,121120000311510752
9022012080110009,9022012080110009,1,,121120000311516174,121120000311510988
9022012080110009,9022012080110009,1,,121120000311516233,121120000311511047
9022012080110009,9022012080110009,1,,121120000311516527,121120000311514170
9022012080110009,9022012080110009,1,,121120000311504263,121120000311505853
9022012080110009,9022012080110009,1,,121120000311504321,121120000311506247
9022012080110009,9022012080110009,1,,121120000311504867,121120000311505041
9022012080110009,9022012080110009,1,,121120000311504983,121120000311505157
9022012080110009,9022012080110009,1,,121120000311505215,121120000311505389
9022012080110009,9022012080110009,1,,121120000311505215,121120000311504413
9022012080110009,9022012080110009,1,,121120000311505621,121120000311505737
9022012080110009,9022012080110009,1,,121120000311505911,121120000311506085
9022012080110009,9022012080110009,1,,121120000311506027,121120000311506143
9022012080110009,9022012080110009,1,,121120000311507690,121120000311504519
9022012080110009,9022012080110009,1,,121120000311508842,121120000311509432
9022012080110009,9022012080110009,1,,121120000311509137,121120000311509727
9022012080110009,9022012080110009,1,,121120000311509550,121120000311509974
9022012080110009,9022012080110009,1,,121120000311510103,121120000311508901
9022012080110009,9022012080110009,1,,121120000311510221,121120000311509019
9022012080110009,9022012080110009,1,,121120000311510398,121120000311509196
9022012080110009,9022012080110009,1,,121120000311511519,121120000311511991
9022012080110009,9022012080110009,1,,121120000311511637,121120000311511283
9022012080110009,9022012080110009,1,,121120000311511696,121120000311512109
9022012080110009,9022012080110009,1,,121120000311511873,121120000311512285
9022012080110009,9022012080110009,1,,121120000311511932,121120000311512343
9022012080110009,9022012080110009,1,,121120000311512168,121120000311512579
9022012080110009,9022012080110009,1,,121120000311512227,121120000311512638
9022012080110009,9022012080110009,1,,121120000311513346,121120000311513759
9022012080110009,9022012080110009,1,,121120000311513700,121120000311515821
9022012080110009,9022012080110009,1,,121120000311513877,121120000311516115
9022012080110009,9022012080110009,1,,121120000311513995,121120000311516292
9022012080110009,9022012080110009,1,,121120000311514228,121120000311514818
9022012080110009,9022012080110009,1,,121120000311514464,121120000311515054
9022012080110009,9022012080110009,1,,121120000311514582,121120000311515172
9022012080110009,9022012080110009,1,,121120000311514759,121120000311515349
9022012080110009,9022012080110009,1,,121120000311514936,121120000311515526
9022012080110009,9022012080110009,1,,121120000311515113,121120000311515703
9022012080110009,9022012080110009,1,,121120000311515408,121120000311511519
9022012080110009,9022012080110009,1,,121120000311515526,121120000311511637
9022012080110009,9022012080110009,1,,121120000311515644,121120000311511755
9022012080110009,9022012080110009,1,,121120000311515703,121120000311511814
9022012080110009,9022012080110009,1,,121120000311515762,121120000311511165
9022012080110009,9022012080110009,1,,121120000311515821,121120000311510634
9022012080110009,9022012080110009,1,,121120000311516115,121120000311510929
9022012080110009,9022012080110009,1,,121120000311516351,121120000311516410
9022012080110009,9022012080110009,1,,121120000311516410,121120000311508842
9022012080110009,9022012080110009,1,,121120000311516643,121120000311514582
9022012080110009,9022012080110009,1,,121120000311504413,121120000311505563
9022012080110009,9022012080110009,1,,121120000311504693,121120000311504867
9022012080110009,9022012080110009,1,,121120000311504925,121120000311505099
9022012080110009,9022012080110009,1,,121120000311505041,121120000311505215
9022012080110009,9022012080110009,1,,121120000311505389,121120000311505563
9022012080110009,9022012080110009,1,,121120000311505447,121120000311505621
9022012080110009,9022012080110009,1,,121120000311505795,121120000311505969
9022012080110009,9022012080110009,1,,121120000311506143,121120000311506293
9022012080110009,9022012080110009,1,,121120000311506451,121120000311504471
9022012080110009,9022012080110009,1,,121120000311507342,121120000311507458
9022012080110009,9022012080110009,1,,121120000311507458,121120000311507574
9022012080110009,9022012080110009,1,,121120000311504635,121120000311504809
9022012080110009,9022012080110009,1,,121120000311504751,121120000311504925
9022012080110009,9022012080110009,1,,121120000311504809,121120000311504983
9022012080110009,9022012080110009,1,,121120000311505099,121120000311505273
9022012080110009,9022012080110009,1,,121120000311505157,121120000311505331
9022012080110009,9022012080110009,1,,121120000311505273,121120000311505447
9022012080110009,9022012080110009,1,,121120000311505331,121120000311505505
9022012080110009,9022012080110009,1,,121120000311505563,121120000311504263
9022012080110009,9022012080110009,1,,121120000311505563,121120000311506379
9022012080110009,9022012080110009,1,,121120000311505737,121120000311505911
9022012080110009,9022012080110009,1,,121120000311505969,121120000311506451
9022012080110009,9022012080110009,1,,121120000311505969,121120000311504321
9022012080110009,9022012080110009,1,,121120000311506085,121120000311506201
9022012080110009,9022012080110009,1,,121120000311506379,121120000311505853
9022012080110009,9022012080110009,1,,121120000311507284,121120000311507400
9022012080110009,9022012080110009,1,,121120000311507748,121120000311504577
9022012080110009,9022012080110009,1,,121120000311508901,121120000311509491
9022012080110009,9022012080110009,1,,121120000311509314,121120000311509880
9022012080110009,9022012080110009,1,,121120000311509373,121120000311509927
9022012080110009,9022012080110009,1,,121120000311509432,121120000311508550
9022012080110009,9022012080110009,1,,121120000311509609,121120000311508644
9022012080110009,9022012080110009,1,,121120000311510516,121120000311509314
9022012080110009,9022012080110009,1,,121120000311510634,121120000311510103
9022012080110009,9022012080110009,1,,121120000311510811,121120000311510280
9022012080110009,9022012080110009,1,,121120000311510870,121120000311510339
9022012080110009,9022012080110009,1,,121120000311511460,121120000311511224
9022012080110009,9022012080110009,1,,121120000311511814,121120000311512227
9022012080110009,9022012080110009,1,,121120000311512050,121120000311512461
9022012080110009,9022012080110009,1,,121120000311512461,121120000311512874
9022012080110009,9022012080110009,1,,121120000311512815,121120000311513228
9022012080110009,9022012080110009,1,,121120000311512933,121120000311513346
9022012080110009,9022012080110009,1,,121120000311513169,121120000311513582
9022012080110009,9022012080110009,1,,121120000311513287,121120000311513700
9022012080110009,9022012080110009,1,,121120000311513464,121120000311513877
9022012080110009,9022012080110009,1,,121120000311513936,121120000311516174
9022012080110009,9022012080110009,1,,121120000311514170,121120000311514759
9022012080110009,9022012080110009,1,,121120000311514405,121120000311514995
9022012080110009,9022012080110009,1,,121120000311514995,121120000311515585
9022012080110009,9022012080110009,1,,121120000311515231,121120000311511342
9022012080110009,9022012080110009,1,,121120000311515349,121120000311511460
9022012080110009,9022012080110009,1,,121120000311515997,121120000311510811
9022012080110009,9022012080110009,1,,121120000311516292,121120000311511106
9022012080110009,9022012080110009,1,,121120000311507516,121120000311507632
9022012080110009,9022012080110009,1,,121120000311507574,121120000311507690
9022012080110009,9022012080110009,1,,121120000311507632,121120000311507748
9022012080110009,9022012080110009,1,,121120000311509491,121120000311508597
9022012080110009,9022012080110009,1,,121120000311509668,121120000311508691
9022012080110009,9022012080110009,1,,121120000311510162,121120000311508960
9022012080110009,9022012080110009,1,,121120000311510339,121120000311509137
9022012080110009,9022012080110009,1,,121120000311510575,121120000311509373
9022012080110009,9022012080110009,1,,121120000311510693,121120000311510162
9022012080110009,9022012080110009,1,,121120000311510752,121120000311510221
9022012080110009,9022012080110009,1,,121120000311511401,121120000311511932
9022012080110009,9022012080110009,1,,121120000311511578,121120000311512050
9022012080110009,9022012080110009,1,,121120000311511991,121120000311512402
9022012080110009,9022012080110009,1,,121120000311512285,121120000311512697
9022012080110009,9022012080110009,1,,121120000311512343,121120000311512756
9022012080110009,9022012080110009,1,,121120000311512520,121120000311512933
9022012080110009,9022012080110009,1,,121120000311512579,121120000311512992
9022012080110009,9022012080110009,1,,121120000311512697,121120000311513110
9022012080110009,9022012080110009,1,,121120000311512756,121120000311513169
9022012080110009,9022012080110009,1,,121120000311513523,121120000311513936
9022012080110009,9022012080110009,1,,121120000311513759,121120000311515938
9022012080110009,9022012080110009,1,,121120000311513818,121120000311515997
9022012080110009,9022012080110009,1,,121120000311514112,121120000311514700
9022012080110009,9022012080110009,1,,121120000311514700,121120000311515290
9022012080110009,9022012080110009,1,,121120000311514877,121120000311515467
9022012080110009,9022012080110009,1,,121120000311515290,121120000311511401
9022012080110009,9022012080110009,1,,121120000311515879,121120000311510693
9022012080110009,9022012080110009,1,,121120000311516056,121120000311510870
9022012080110009,9022012080110009,1,,121120000311516585,121120000311514346
9022012080110009,9022012080110009,1,,121120000311214157,121120000311214519
9022012080110009,9022012080110009,1,,121120000311214519,121120000311215129
9022012080110009,9022012080110009,1,,121120000311214641,121120000311215251
9022012080110009,9022012080110009,1,,121120000311215556,121120000311216836
9022012080110009,9022012080110009,1,,121120000311215617,121120000311216897
9022012080110009,9022012080110009,1,,121120000311215678,121120000311216958
9022012080110009,9022012080110009,1,,121120000311216165,121120000311219700
9022012080110009,9022012080110009,1,,121120000311216287,121120000311219822
9022012080110009,9022012080110009,1,,121120000311216348,121120000311219883
9022012080110009,9022012080110009,1,,121120000311216409,121120000311219944
9022012080110009,9022012080110009,1,,121120000311216592,121120000311216653
9022012080110009,9022012080110009,1,,121120000311216714,121120000311217263
9022012080110009,9022012080110009,1,,121120000311216836,121120000311220737
9022012080110009,9022012080110009,1,,121120000311216897,121120000311217385
9022012080110009,9022012080110009,1,,121120000311216958,121120000311217446
9022012080110009,9022012080110009,1,,121120000311214217,121120000311214763
9022012080110009,9022012080110009,1,,121120000311214277,121120000311214885
9022012080110009,9022012080110009,1,,121120000311214337,121120000311214946
9022012080110009,9022012080110009,1,,121120000311214580,121120000311215190
9022012080110009,9022012080110009,1,,121120000311214702,121120000311215312
9022012080110009,9022012080110009,1,,121120000311214763,121120000311215373
9022012080110009,9022012080110009,1,,121120000311214824,121120000311215434
9022012080110009,9022012080110009,1,,121120000311215312,121120000311215922
9022012080110009,9022012080110009,1,,121120000311215861,121120000311217141
9022012080110009,9022012080110009,1,,121120000311214397,121120000311215007
9022012080110009,9022012080110009,1,,121120000311214458,121120000311215068
9022012080110009,9022012080110009,1,,121120000311214946,121120000311215556
9022012080110009,9022012080110009,1,,121120000311215068,121120000311215678
9022012080110009,9022012080110009,1,,121120000311215190,121120000311215800
9022012080110009,9022012080110009,1,,121120000311215373,121120000311215983
9022012080110009,9022012080110009,1,,121120000311215434,121120000311216714
9022012080110009,9022012080110009,1,,121120000311215495,121120000311216775
9022012080110009,9022012080110009,1,,121120000311215739,121120000311217019
9022012080110009,9022012080110009,1,,121120000311217202,121120000311217629
9022012080110009,9022012080110009,1,,121120000311217507,121120000311217932
9022012080110009,9022012080110009,1,,121120000311217629,121120000311218054
9022012080110009,9022012080110009,1,,121120000311218115,121120000311218542
9022012080110009,9022012080110009,1,,121120000311216044,121120000311219578
9022012080110009,9022012080110009,1,,121120000311216226,121120000311219761
9022012080110009,9022012080110009,1,,121120000311217080,121120000311217507
9022012080110009,9022012080110009,1,,121120000311217263,121120000311217689
9022012080110009,9022012080110009,1,,121120000311217385,121120000311217810
9022012080110009,9022012080110009,1,,121120000311217446,121120000311217871
9022012080110009,9022012080110009,1,,121120000311217871,121120000311218298
9022012080110009,9022012080110009,1,,121120000311217993,121120000311218420
9022012080110009,9022012080110009,1,,121120000311218054,121120000311218481
9022012080110009,9022012080110009,1,,121120000311218237,121120000311218664
9022012080110009,9022012080110009,1,,121120000311216104,121120000311219639
9022012080110009,9022012080110009,1,,121120000311216470,121120000311220005
9022012080110009,9022012080110009,1,,121120000311216775,121120000311217324
9022012080110009,9022012080110009,1,,121120000311217019,121120000311220798
9022012080110009,9022012080110009,1,,121120000311217324,121120000311217749
9022012080110009,9022012080110009,1,,121120000311217568,121120000311217993
9022012080110009,9022012080110009,1,,121120000311217749,121120000311218176
9022012080110009,9022012080110009,1,,121120000311214097,121120000311214337
9022012080110009,9022012080110009,1,,121120000311214885,121120000311215495
9022012080110009,9022012080110009,1,,121120000311215007,121120000311215617
9022012080110009,9022012080110009,1,,121120000311215129,121120000311215739
9022012080110009,9022012080110009,1,,121120000311215251,121120000311215861
9022012080110009,9022012080110009,1,,121120000311215800,121120000311217080
9022012080110009,9022012080110009,1,,121120000311215922,121120000311217202
9022012080110009,9022012080110009,1,,121120000311215983,121120000311220676
9022012080110009,9022012080110009,1,,121120000311216531,121120000311220066
9022012080110009,9022012080110009,1,,121120000311216653,121120000311225922
9022012080110009,9022012080110009,1,,121120000311217141,121120000311217568
9022012080110009,9022012080110009,1,,121120000311217689,121120000311218115
9022012080110009,9022012080110009,1,,121120000311217810,121120000311218237
9022012080110009,9022012080110009,1,,121120000311217932,121120000311218359
9022012080110009,9022012080110009,1,,121120000311218176,121120000311218603
9022012080110006,9022012080110006,1,,121120000311227800,121120000311228228
9022012080110006,9022012080110006,1,,121120000311229424,121120000311229544
9022012080110006,9022012080110006,1,,121120000311229484,121120000311229604
9022012080110006,9022012080110006,1,,121120000311229604,121120000311229724
9022012080110006,9022012080110006,1,,121120000311229664,121120000311229784
9022012080110006,9022012080110006,1,,121120000311230162,121120000311230342
9022012080110006,9022012080110006,1,,121120000311230882,121120000311231062
9022012080110006,9022012080110006,1,,121120000311230942,121120000311231122
9022012080110006,9022012080110006,1,,121120000311231302,121120000311231482
9022012080110006,9022012080110006,1,,121120000311231482,121120000311231662
9022012080110006,9022012080110006,1,,121120000311231542,121120000311231722
9022012080110006,9022012080110006,1,,121120000311233710,121120000311234318
9022012080110006,9022012080110006,1,,121120000311234013,121120000311234623
9022012080110006,9022012080110006,1,,121120000311234196,121120000311234806
9022012080110006,9022012080110006,1,,121120000311234257,121120000311234867
9022012080110006,9022012080110006,1,,121120000311234562,121120000311235172
9022012080110006,9022012080110006,1,,121120000311234623,121120000311235233
9022012080110006,9022012080110006,1,,121120000311234745,121120000311235355
9022012080110006,9022012080110006,1,,121120000311227434,121120000311228032
9022012080110006,9022012080110006,1,,121120000311229724,121120000311229844
9022012080110006,9022012080110006,1,,121120000311229784,121120000311229904
9022012080110006,9022012080110006,1,,121120000311229904,121120000311230042
9022012080110006,9022012080110006,1,,121120000311230042,121120000311230222
9022012080110006,9022012080110006,1,,121120000311230342,121120000311230522
9022012080110006,9022012080110006,1,,121120000311230402,121120000311230582
9022012080110006,9022012080110006,1,,121120000311230462,121120000311230642
9022012080110006,9022012080110006,1,,121120000311230582,121120000311232208
9022012080110006,9022012080110006,1,,121120000311230582,121120000311232070
9022012080110006,9022012080110006,1,,121120000311231182,121120000311231362
9022012080110006,9022012080110006,1,,121120000311231182,121120000311232400
9022012080110006,9022012080110006,1,,121120000311231242,121120000311231422
9022012080110006,9022012080110006,1,,121120000311231422,121120000311231602
9022012080110006,9022012080110006,1,,121120000311231722,121120000311231890
9022012080110006,9022012080110006,1,,121120000311232208,121120000311230882
9022012080110006,9022012080110006,1,,121120000311233290,121120000311233710
9022012080110006,9022012080110006,1,,121120000311233350,121120000311233770
9022012080110006,9022012080110006,1,,121120000311227373,121120000311227983
9022012080110006,9022012080110006,1,,121120000311227495,121120000311228081
9022012080110006,9022012080110006,1,,121120000311227678,121120000311228314
9022012080110006,9022012080110006,1,,121120000311227861,121120000311228412
9022012080110006,9022012080110006,1,,121120000311227922,121120000311228461
9022012080110006,9022012080110006,1,,121120000311229544,121120000311229664
9022012080110006,9022012080110006,1,,121120000311229844,121120000311229982
9022012080110006,9022012080110006,1,,121120000311230222,121120000311232340
9022012080110006,9022012080110006,1,,121120000311230222,121120000311230402
9022012080110006,9022012080110006,1,,121120000311230702,121120000311230822
9022012080110006,9022012080110006,1,,121120000311230762,121120000311230942
9022012080110006,9022012080110006,1,,121120000311230822,121120000311231002
9022012080110006,9022012080110006,1,,121120000311231002,121120000311231182
9022012080110006,9022012080110006,1,,121120000311231062,121120000311231242
9022012080110006,9022012080110006,1,,121120000311234867,121120000311235416
9022012080110006,9022012080110006,1,,121120000311234928,121120000311235477
9022012080110006,9022012080110006,1,,121120000311235416,121120000311235841
9022012080110006,9022012080110006,1,,121120000311235477,121120000311235902
9022012080110006,9022012080110006,1,,121120000311236146,121120000311236451
9022012080110006,9022012080110006,1,,121120000311236390,121120000311236817
9022012080110006,9022012080110006,1,,121120000311236512,121120000311236939
9022012080110006,9022012080110006,1,,121120000311236756,121120000311237183
9022012080110006,9022012080110006,1,,121120000311236817,121120000311237244
9022012080110006,9022012080110006,1,,121120000311237427,121120000311237974
9022012080110006,9022012080110006,1,,121120000311237427,121120000311238035
9022012080110006,9022012080110006,1,,121120000311237549,121120000311238157
9022012080110006,9022012080110006,1,,121120000311237913,121120000311238523
9022012080110006,9022012080110006,1,,121120000311238096,121120000311238706
9022012080110006,9022012080110006,1,,121120000311238157,121120000311238767
9022012080110006,9022012080110006,1,,121120000311238279,121120000311238889
9022012080110006,9022012080110006,1,,121120000311238645,121120000311239255
9022012080110006,9022012080110006,1,,121120000311240391,121120000311236756
9022012080110006,9022012080110006,1,,121120000311231122,121120000311231302
9022012080110006,9022012080110006,1,,121120000311231362,121120000311231542
9022012080110006,9022012080110006,1,,121120000311231602,121120000311231782
9022012080110006,9022012080110006,1,,121120000311232400,121120000311231542
9022012080110006,9022012080110006,1,,121120000311233470,121120000311233952
9022012080110006,9022012080110006,1,,121120000311233650,121120000311234196
9022012080110006,9022012080110006,1,,121120000311234318,121120000311234928
9022012080110006,9022012080110006,1,,121120000311234379,121120000311234989
9022012080110006,9022012080110006,1,,121120000311234440,121120000311235050
9022012080110006,9022012080110006,1,,121120000311235172,121120000311240269
9022012080110006,9022012080110006,1,,121120000311235294,121120000311235721
9022012080110006,9022012080110006,1,,121120000311235538,121120000311235963
9022012080110006,9022012080110006,1,,121120000311235599,121120000311236024
9022012080110006,9022012080110006,1,,121120000311235963,121120000311236329
9022012080110006,9022012080110006,1,,121120000311236024,121120000311240391
9022012080110006,9022012080110006,1,,121120000311236207,121120000311236573
9022012080110006,9022012080110006,1,,121120000311236573,121120000311237000
